transaction_id,merchant_id,amount,currency,status,payment_method,timestamp,invoice_ref
TXNF1BB8147CA,MERCH008,1579.27,INR,SUCCESS,CARD,2026-08-04 04:27:21.389562,INV149A8B6E
TXN6D1F2127A2,MERCH007,14186.61,INR,SUCCESS,CARD,2026-07-30 13:02:21.389874,INV3A01A79D
TXN9598F4D211,MERCH014,3358.27,INR,SUCCESS,EMI,2026-08-24 20:42:21.389476,INV0B34BF2A
TXN18610C9E44,MERCH010,912.88,INR,SUCCESS,CARD,2026-08-19 11:51:21.392186,INV5BE00087
TXN494031C2BF,MERCH009,5282.36,INR,SUCCESS,EMI,2026-07-26 06:42:21.388911,INV9DAFBD70
TXND7A75A52BA,MERCH008,1000.2,INR,SUCCESS,NETBANKING,2026-08-08 23:08:21.393305,INV617F564A
TXNCA32CCE865,MERCH011,3991.98,INR,SUCCESS,EMI,2026-08-23 03:35:21.391779,INV4837968A
TXN59FE40F025,MERCH001,10352.07,INR,SUCCESS,WALLET,2026-08-24 20:49:21.393881,INV9EEAE3AF
TXNAA46D076F4,MERCH014,2745.36,INR,SUCCESS,NETBANKING,2026-08-10 13:17:21.389767,INV643C6334
TXNAB97103F15,MERCH009,4154.96,INR,SUCCESS,EMI,2026-07-25 16:51:21.392940,INV64429998
TXNA5381836C3,MERCH018,11518.4,INR,SUCCESS,EMI,2026-08-05 16:00:21.391346,INV313D2194
TXN4E7E116098,MERCH016,9217.97,INR,SUCCESS,UPI,2026-07-29 03:45:21.393157,INV47A60B40
TXN3066ACC036,MERCH012,9334.71,INR,SUCCESS,WALLET,2026-08-18 09:09:21.388646,INV52800429
TXN1852B64E8C,MERCH017,3672.24,INR,SUCCESS,EMI,2026-08-12 11:14:21.392252,INVCCDB0835
TXNFB4EA015BF,MERCH006,11179.38,INR,SUCCESS,WALLET,2026-07-25 17:10:21.391590,INV1AE72A56
TXN76E24DA8E0,MERCH005,8939.34,INR,SUCCESS,WALLET,2026-07-29 09:46:21.390613,INV410F9501
TXN2FA7F852B0,MERCH015,8548.02,INR,SUCCESS,EMI,2026-08-19 06:49:21.393061,INVF4180699
TXNF0004823ED,MERCH009,6418.29,INR,SUCCESS,NETBANKING,2026-08-15 18:28:21.389226,INV62A14743
TXN4A52D6777A,MERCH003,4644.96,INR,SUCCESS,EMI,2026-08-12 22:37:21.390227,INV2A73614D
TXN9E1F103305,MERCH014,3132.25,INR,SUCCESS,WALLET,2026-08-10 15:03:21.390305,INV514036A2
TXNBBC2F53355,MERCH011,1105.84,INR,SUCCESS,NETBANKING,2026-07-31 09:26:21.394903,INV0CB45FDA
TXNE091F675AD,MERCH007,11237.11,INR,SUCCESS,CARD,2026-08-01 15:58:21.390907,INV21914A58
TXN57EBB12A56,MERCH020,462.15,INR,SUCCESS,UPI,2026-08-14 11:14:21.391535,INVEE3ECED5
TXNDE91181C1D,MERCH014,3137.22,INR,SUCCESS,WALLET,2026-07-31 01:37:21.394213,
TXN9788C3161C,MERCH009,7552.88,INR,SUCCESS,NETBANKING,2026-08-10 23:26:21.391078,INVB78C80D7
TXNE7D28F71F1,MERCH001,9115.76,INR,SUCCESS,NETBANKING,2026-08-14 06:04:21.391160,INVA14C60D4
TXN780DCBEB0E,MERCH019,11652.52,INR,SUCCESS,WALLET,2026-08-04 20:00:21.394421,
TXNA1F42676E0,MERCH015,10307.42,INR,SUCCESS,NETBANKING,2026-08-17 20:26:21.391951,INVD22EECF1
TXN7B2C207D12,MERCH004,3039.11,INR,SUCCESS,NETBANKING,2026-08-01 21:39:21.391913,INV2AC23F51
TXN873BA73E5C,MERCH010,956.87,INR,SUCCESS,WALLET,2026-08-15 18:58:21.389923,INV44EB11F6
TXNB1E1503845,MERCH014,3575.74,INR,SUCCESS,UPI,2026-08-07 01:08:21.391546,INV3B794B74
TXN52724183B0,MERCH011,4105.27,INR,SUCCESS,EMI,2026-07-28 15:47:21.390648,INV267F0611
TXNFDFC42A54F,MERCH008,2314.63,INR,SUCCESS,EMI,2026-07-30 02:42:21.392635,INV0A95AAD2
TXN10ED919D83,MERCH007,15008.63,INR,SUCCESS,NETBANKING,2026-08-16 06:22:21.393019,INVAEA5F066
TXN77440214BD,MERCH010,1040.65,INR,SUCCESS,NETBANKING,2026-08-04 09:24:21.394393,
TXNED22CC8507,MERCH003,4826.93,INR,SUCCESS,WALLET,2026-08-02 17:32:21.394042,
TXN494488298C,MERCH002,845.99,INR,SUCCESS,WALLET,2026-08-19 23:05:21.394486,INV4FE5ABC3
TXNF359AD02C6,MERCH019,8881.3,INR,SUCCESS,CARD,2026-08-14 17:21:21.391609,INV8F53D621
TXN5991DE918E,MERCH015,11287.12,INR,SUCCESS,EMI,2026-08-02 06:13:21.391941,INV7549DB3D
TXN672C279C3B,MERCH012,7899.04,INR,SUCCESS,UPI,2026-07-25 17:39:21.389846,INV8DCE73B9
TXN1900AC5D2A,MERCH006,11080.89,INR,SUCCESS,WALLET,2026-08-04 16:14:21.394316,
TXN6466709324,MERCH001,13808.52,INR,SUCCESS,WALLET,2026-08-06 11:12:21.389573,INV40D7421E
TXNB636D9EEC0,MERCH012,8310.58,INR,SUCCESS,UPI,2026-07-30 04:37:21.391639,INVA1FC05B4
TXN89CD133EF9,MERCH009,7596.98,INR,SUCCESS,WALLET,2026-07-26 23:23:21.389072,INV91132814
TXN72AF2B2183,MERCH016,4655.45,INR,SUCCESS,WALLET,2026-08-24 20:06:21.393864,INV9283E7A9
TXN8D2F09D242,MERCH019,11652.52,INR,SUCCESS,CARD,2026-08-04 19:57:21.394421,INV764AF2D5
TXNC8CFD19BFC,MERCH003,2440.1,INR,SUCCESS,WALLET,2026-08-11 09:09:21.393342,INVACD8F7A8
TXNB41211C2D0,MERCH004,3310.41,INR,SUCCESS,CARD,2026-08-01 19:53:21.390144,INV96EE2ADF
TXN29C8FC56FA,MERCH018,7448.91,INR,SUCCESS,UPI,2026-08-25 05:07:21.390986,INV4B9704B0
TXNDB5A6AC360,MERCH020,579.51,INR,SUCCESS,WALLET,2026-07-28 16:44:21.393208,INVB5121482
TXNA7A18A40A5,MERCH001,9611.42,INR,SUCCESS,WALLET,2026-08-10 19:14:21.394323,INV5F13E4EF
TXNFAE84017E8,MERCH004,3713.29,INR,SUCCESS,EMI,2026-07-28 17:00:21.391245,INVCB700830
TXN1B37DD7319,MERCH010,963.97,INR,SUCCESS,WALLET,2026-08-15 10:41:21.391483,INVBB143554
TXN77382E1EC5,MERCH001,4991.13,INR,SUCCESS,EMI,2026-08-05 16:59:21.393845,INV66249991
TXN28F2DBB056,MERCH013,1047.89,INR,SUCCESS,WALLET,2026-08-10 21:03:21.391235,INV8C706EAE
TXN5EBBB1059E,MERCH020,652.61,INR,SUCCESS,NETBANKING,2026-08-12 19:34:21.394376,INV03B6EB53
TXN9727E854DE,MERCH001,8552.23,INR,SUCCESS,CARD,2026-07-27 11:34:21.394271,
TXNAE96CAA8E0,MERCH008,1696.84,INR,SUCCESS,WALLET,2026-08-23 16:34:21.393250,INVB8D8F333
TXN81670FE072,MERCH011,3606.05,INR,SUCCESS,CARD,2026-08-22 04:14:21.388752,INV041922D0
TXN0F45F1A447,MERCH016,2553.41,INR,SUCCESS,UPI,2026-08-24 19:37:21.394975,INV800E2C3C
TXNF2C0929ABB,MERCH013,663.43,INR,SUCCESS,WALLET,2026-08-07 11:39:21.393364,INV86D90FF6
TXN142013496A,MERCH007,13320.6,INR,SUCCESS,NETBANKING,2026-08-06 21:03:21.390156,INV30210BBD
TXN5930D57A25,MERCH015,12530.22,INR,SUCCESS,WALLET,2026-08-07 00:05:21.391514,INV1F8F994C
TXNE1FB1A8F79,MERCH018,2687.56,INR,REFUNDED,CARD,2026-08-15 15:41:21.394918,
TXN094A99D806,MERCH011,4041.96,INR,SUCCESS,WALLET,2026-08-19 21:57:21.392240,INV83B162C7
TXN2D595E24F6,MERCH020,575.25,INR,SUCCESS,NETBANKING,2026-08-22 01:18:21.392796,INV862EA239
TXN4BFBED6EC7,MERCH001,147757.1,INR,SUCCESS,WALLET,2026-08-15 09:46:21.394798,INVD30CA7A7
TXNEB94386F68,MERCH004,3403.78,INR,SUCCESS,CARD,2026-08-01 05:05:21.391335,INVD9E4C45A
TXN8BF320BB19,MERCH015,9836.75,INR,SUCCESS,WALLET,2026-08-05 13:38:21.391200,INV86A69561
TXNEF4E6264F3,MERCH004,1840.76,INR,SUCCESS,CARD,2026-08-09 09:26:21.393900,INV6FE94303
TXN890347C8A2,MERCH015,11285.55,INR,SUCCESS,CARD,2026-08-01 11:05:21.392346,INV1AA3F6BD
TXNA2178DA9FB,MERCH005,12362.25,INR,SUCCESS,CARD,2026-08-02 00:30:21.390927,INVAFA5B114
TXN1403C07DC9,MERCH017,1111.17,INR,REFUNDED,EMI,2026-08-13 11:02:21.395006,
TXN8CB96C5892,MERCH005,3382.12,INR,REFUNDED,EMI,2026-08-12 19:16:21.394961,
TXNE466268A2A,MERCH014,2648.71,INR,SUCCESS,WALLET,2026-08-05 09:48:21.391068,INV89E4A406
TXN325BA749BF,MERCH015,11782.53,INR,SUCCESS,EMI,2026-08-10 08:47:21.393178,INVFF3E9884
TXNF56B7670C5,MERCH005,11657.11,INR,SUCCESS,NETBANKING,2026-08-20 02:50:21.394435,
TXN240C45D40D,MERCH013,795.38,INR,SUCCESS,NETBANKING,2026-08-06 20:29:21.392762,INV30B1B785
TXN07248325EA,MERCH017,2942.0,INR,SUCCESS,CARD,2026-07-30 13:58:21.392310,INV25BB0FC5
TXN36269BC50A,MERCH013,871.54,INR,SUCCESS,EMI,2026-08-21 19:26:21.389141,INV2AA676E9
TXN4C5F2E6CA0,MERCH003,4299.89,INR,SUCCESS,EMI,2026-08-18 03:59:21.390074,INV7CA4AB75
TXN42B91667F2,MERCH007,10139.69,INR,SUCCESS,NETBANKING,2026-08-10 22:52:21.391962,INVF5270EA4
TXN557059CEE4,MERCH010,709.52,INR,SUCCESS,CARD,2026-08-22 09:36:21.394059,
TXND0A4732CFA,MERCH015,10487.93,INR,SUCCESS,CARD,2026-07-27 02:46:21.390573,INV8201DA29
TXNF45110134A,MERCH013,1003.51,INR,SUCCESS,WALLET,2026-07-28 14:39:21.391504,INV0CACA53E
TXNF9251CC31F,MERCH012,170802.76,INR,SUCCESS,UPI,2026-08-10 03:04:21.394635,INV3CB4C366
TXN67A7BA1F14,MERCH010,819.28,INR,SUCCESS,UPI,2026-08-11 10:57:21.392575,INVA857A6A6
TXN78C114587D,MERCH017,3026.67,INR,SUCCESS,UPI,2026-07-27 11:48:21.392488,INVA1AD46CC
TXNC6059CB668,MERCH017,4440.17,INR,SUCCESS,EMI,2026-07-25 23:02:21.389619,INVDD937285
TXN8E8170735E,MERCH017,1111.17,INR,SUCCESS,EMI,2026-08-13 11:01:21.395006,INV4C9475BC
TXNA1E4A6278D,MERCH009,6585.09,INR,SUCCESS,CARD,2026-08-15 04:05:21.393198,INV0C2A4BA5
TXN5DA8830DE1,MERCH013,1060.05,INR,SUCCESS,WALLET,2026-08-03 17:32:21.390597,INV56627833
TXN580E75CBD6,MERCH010,1074.71,INR,SUCCESS,WALLET,2026-08-09 03:59:21.389500,INV7281A969
TXN5D44D71C86,MERCH002,842.28,INR,SUCCESS,EMI,2026-07-27 01:36:21.388469,INVF00DF8D5
TXN00A0906F91,MERCH020,569.96,INR,SUCCESS,NETBANKING,2026-08-01 05:59:21.394232,
TXNB2517CB4C6,MERCH019,10490.69,INR,SUCCESS,CARD,2026-08-06 20:32:21.393318,INV7B566039
TXNBD7E896A78,MERCH006,289939.82,INR,SUCCESS,NETBANKING,2026-07-28 05:36:21.394737,INVF7D7EE63
TXN2D91084D3E,MERCH003,4207.45,INR,SUCCESS,UPI,2026-08-04 14:46:21.390712,INV5AD46123
TXNED9DD3693F,MERCH013,1003.3,INR,SUCCESS,CARD,2026-07-27 17:12:21.388624,INV2B191292
TXN24F61E8E2C,MERCH008,1735.78,INR,SUCCESS,NETBANKING,2026-07-30 11:50:21.388601,INV99FF59BD
TXN863093B579,MERCH017,5390.36,INR,SUCCESS,EMI,2026-08-21 16:28:21.393330,INV824F37B8
TXN9E0AEC6FB2,MERCH015,10694.72,INR,SUCCESS,EMI,2026-08-01 02:09:21.391180,INV845D5655
TXN08049F92B9,MERCH019,15779.7,INR,SUCCESS,EMI,2026-08-23 12:00:21.392538,INV578D5935
TXND6048CDB5A,MERCH005,13812.38,INR,SUCCESS,NETBANKING,2026-08-23 12:31:21.390342,INVE6D5976F
TXN78C55D6A00,MERCH014,3712.14,INR,SUCCESS,WALLET,2026-08-17 00:22:21.394117,
TXNB30FC60819,MERCH016,8689.79,INR,SUCCESS,UPI,2026-08-24 08:17:21.389062,INVB0F9030D
TXN898B764D05,MERCH008,1670.52,INR,SUCCESS,WALLET,2026-08-10 20:32:21.390523,INV6ADC0BA5
TXN9FFDD96CFA,MERCH011,3827.32,INR,SUCCESS,UPI,2026-08-14 10:36:21.394048,
TXN9E7F126278,MERCH016,9411.48,INR,SUCCESS,WALLET,2026-07-25 20:14:21.394450,
TXN4E0AD1AF15,MERCH009,7424.69,INR,SUCCESS,NETBANKING,2026-08-01 19:41:21.393240,INV1DC69983
TXN60E8F6DA62,MERCH012,7429.83,INR,SUCCESS,WALLET,2026-08-16 15:46:21.394360,INVE7FEFACD
TXN09F45D7F16,MERCH003,5516.11,INR,SUCCESS,NETBANKING,2026-08-08 07:09:21.389184,INVE035166F
TXN4FF95DE05F,MERCH006,9930.07,INR,SUCCESS,UPI,2026-07-27 03:19:21.391368,INVB2590806
TXN944285C74C,MERCH007,18315.57,INR,SUCCESS,EMI,2026-07-27 05:57:21.393649,INV1AB6E3AB
TXNF44E1146C6,MERCH020,498.98,INR,SUCCESS,NETBANKING,2026-08-21 11:33:21.391223,INVEAF19853
TXN4412001125,MERCH014,2409.93,INR,SUCCESS,UPI,2026-08-17 07:20:21.393587,INV14EA8D43
TXNF0EBA9FC21,MERCH011,3801.41,INR,SUCCESS,CARD,2026-08-14 00:32:21.390758,INV6289C8CA
TXN2B63465F45,MERCH020,599.29,INR,SUCCESS,NETBANKING,2026-08-01 12:28:21.390466,INV96F67A74
TXN4DB511B616,MERCH018,14098.51,INR,SUCCESS,WALLET,2026-07-30 06:26:21.393461,INV7B1478F9
TXN7CE995ED17,MERCH015,8180.25,INR,SUCCESS,WALLET,2026-08-18 18:23:21.392379,INV3D2BEE71
TXN337CB475F5,MERCH012,6900.21,INR,SUCCESS,EMI,2026-07-25 20:15:21.391056,INVAC2DF35A
TXN3A37EEE90A,MERCH017,3045.78,INR,SUCCESS,NETBANKING,2026-08-19 20:31:21.394304,
TXN2DB5C91192,MERCH002,249.11,INR,SUCCESS,WALLET,2026-07-27 11:51:21.394992,INVC632736C
TXNE6F3EFEB65,MERCH010,1072.25,INR,SUCCESS,NETBANKING,2026-07-29 18:17:21.394138,
TXNB65711D7AB,MERCH005,13087.11,INR,SUCCESS,EMI,2026-08-03 14:48:21.391849,INVB386AA28
TXN6C8FB6D319,MERCH012,9378.59,INR,SUCCESS,NETBANKING,2026-08-03 13:58:21.390997,INV60A434A5
TXN0C6C151BA0,MERCH004,3881.2,INR,SUCCESS,UPI,2026-08-19 15:13:21.392390,INVCDF6518E
TXNE3C5EE0D1D,MERCH015,10972.83,INR,SUCCESS,EMI,2026-08-07 00:22:21.390264,INVBAE5E931
TXN2AB4F96DD5,MERCH002,910.56,INR,SUCCESS,EMI,2026-08-19 16:14:21.388658,INV37BA882F
TXN235EFDD3CF,MERCH008,2227.11,INR,SUCCESS,UPI,2026-08-04 11:00:21.393923,INV177076DF
TXNAD9ABAE7E7,MERCH001,13719.05,INR,SUCCESS,WALLET,2026-08-20 00:00:21.393111,INVE8FD7312
TXN38027FD009,MERCH014,4318.05,INR,SUCCESS,NETBANKING,2026-07-29 22:45:21.392009,INVEEFEE7F3
TXND6BA0A25A2,MERCH011,2865.85,INR,SUCCESS,EMI,2026-08-09 20:39:21.390664,INV4D180C43
TXN8BF7EF4FDB,MERCH015,7074.49,INR,SUCCESS,CARD,2026-08-22 15:23:21.389650,INV6BA59381
TXNA0140371DD,MERCH002,879.69,INR,SUCCESS,EMI,2026-07-31 01:57:21.394226,
TXNA46F375DE8,MERCH015,11819.49,INR,SUCCESS,NETBANKING,2026-08-23 13:46:21.392287,INVA066D410
TXNCA5C59FC72,MERCH016,9614.86,INR,SUCCESS,CARD,2026-08-05 04:11:21.392558,INV0F7C37FA
TXN2AB0EEE2B6,MERCH018,7559.72,INR,SUCCESS,UPI,2026-08-11 16:18:21.389957,INV856EBDA9
TXN4731C00A40,MERCH011,3379.2,INR,SUCCESS,WALLET,2026-08-21 09:27:21.389661,INV14F4FA06
TXN05BCB4918C,MERCH009,5459.52,INR,SUCCESS,WALLET,2026-08-22 18:39:21.390362,INVBE459465
TXNF83C9078B9,MERCH001,177857.61,INR,SUCCESS,CARD,2026-08-23 09:04:21.394784,INV3284E0E2
TXN8475E7671D,MERCH006,12182.17,INR,SUCCESS,WALLET,2026-08-05 20:40:21.389784,INVC9492705
TXNB42FE2920A,MERCH017,2205.46,INR,SUCCESS,WALLET,2026-08-01 13:22:21.393450,INV7BE5D1BF
TXNB961B93702,MERCH014,3498.03,INR,SUCCESS,UPI,2026-08-24 04:10:21.391031,INVCCBD9D9F
TXN8466440281,MERCH010,1037.34,INR,SUCCESS,WALLET,2026-08-14 01:13:21.393424,INV7D14E04B
TXN6531240651,MERCH011,2449.24,INR,SUCCESS,NETBANKING,2026-08-02 09:40:21.393732,INV2D7A3309
TXN3BFDD63074,MERCH016,10578.3,INR,SUCCESS,WALLET,2026-08-11 15:06:21.393289,INV167C6659
TXNDDA7A1F212,MERCH016,7462.17,INR,SUCCESS,WALLET,2026-08-16 21:55:21.393766,INVD18042FE
TXN01AD0EFAF5,MERCH016,134950.89,INR,SUCCESS,UPI,2026-08-13 10:55:21.394814,INV99185715
TXN530AB00A08,MERCH020,588.87,INR,SUCCESS,CARD,2026-08-13 09:31:21.391925,INVB2781194
TXN7CAF0A3310,MERCH020,751.01,INR,SUCCESS,NETBANKING,2026-08-12 01:55:21.389449,INVD82534A5
TXNDE79E7E73D,MERCH011,3737.28,INR,SUCCESS,UPI,2026-08-23 04:39:21.394292,
TXNB49A7A8448,MERCH016,11875.22,INR,SUCCESS,UPI,2026-08-05 03:05:21.393944,INVA6916014
TXND3DCA6BF02,MERCH002,859.31,INR,SUCCESS,CARD,2026-08-25 02:52:21.389249,INV0569F1C0
TXNE58C81463D,MERCH016,8230.72,INR,SUCCESS,WALLET,2026-08-04 15:10:21.390061,INVB48C04CD
TXNC9B199C269,MERCH012,7429.83,INR,SUCCESS,EMI,2026-08-16 15:50:21.394360,
TXN36FD5BA1F6,MERCH010,1043.65,INR,SUCCESS,UPI,2026-08-21 18:51:21.389944,INVD3BE01A7
TXN6CE2927230,MERCH016,9473.32,INR,SUCCESS,WALLET,2026-08-23 01:09:21.392660,INVF66F8E05
TXN6C273A5C9E,MERCH010,1083.5,INR,SUCCESS,NETBANKING,2026-08-13 00:49:21.393041,INVE1103E12
TXN54FCAEFB81,MERCH018,7491.42,INR,SUCCESS,WALLET,2026-08-11 02:16:21.394257,
TXN67D3027E3B,MERCH003,92350.98,INR,SUCCESS,UPI,2026-07-27 17:31:21.394753,INV1850ECA8
TXNCF6D2E0D11,MERCH016,9356.32,INR,SUCCESS,WALLET,2026-08-03 05:15:21.390513,INV8E9EAA95
TXNB75A75651E,MERCH014,3081.58,INR,SUCCESS,UPI,2026-07-28 07:42:21.393142,INVACCABA2B
TXNF54E0F559D,MERCH005,10468.37,INR,SUCCESS,NETBANKING,2026-08-03 07:11:21.394159,
TXN83698B5EE2,MERCH008,1627.3,INR,SUCCESS,UPI,2026-08-23 10:03:21.393482,INVE2BAB38D
TXNC194E1D9CF,MERCH006,12310.59,INR,SUCCESS,NETBANKING,2026-07-26 01:21:21.394169,
TXN036B2FD414,MERCH004,3804.15,INR,SUCCESS,WALLET,2026-08-22 12:26:21.392072,INV5290C4DF
TXNA11F913818,MERCH011,3789.1,INR,SUCCESS,NETBANKING,2026-08-12 02:59:21.391266,INV720A2F7C
TXN9A7BF9567D,MERCH014,97372.12,INR,SUCCESS,CARD,2026-08-16 17:33:21.394590,INV81E7C43D
TXN64158C9D2F,MERCH010,1063.21,INR,SUCCESS,CARD,2026-07-26 15:01:21.392411,INV14B5B86E
TXNA4A7FFC477,MERCH009,8033.77,INR,SUCCESS,NETBANKING,2026-08-08 05:58:21.388587,INVCF5F1673
TXNDCAE744294,MERCH018,2687.56,INR,SUCCESS,NETBANKING,2026-08-15 15:40:21.394918,INVA3C7E12D
TXN95AE0DFA6C,MERCH013,639.39,INR,SUCCESS,UPI,2026-07-30 14:55:21.393990,INVB0EB68E7
TXNFF26ADF284,MERCH010,1040.65,INR,SUCCESS,UPI,2026-08-04 09:21:21.394393,INVF96AAC55
TXNDACD6090F1,MERCH009,7429.84,INR,SUCCESS,WALLET,2026-07-31 19:51:21.394500,
TXN5335E3BF82,MERCH012,2339.37,INR,SUCCESS,CARD,2026-08-02 07:01:21.394864,INV1FAA4A15
TXN6435666E37,MERCH010,24130.86,INR,SUCCESS,UPI,2026-08-01 06:14:21.394769,INVD912C823
TXN7B152F5F0A,MERCH002,855.31,INR,SUCCESS,WALLET,2026-08-11 03:20:21.389815,INV3C93AADD
TXN26C22F49C2,MERCH015,9986.83,INR,SUCCESS,EMI,2026-08-14 23:49:21.394148,
TXNA9841D2928,MERCH016,9635.38,INR,SUCCESS,WALLET,2026-08-07 21:19:21.390104,INV31D3C884
TXN45C5713B79,MERCH012,8493.59,INR,SUCCESS,EMI,2026-08-24 17:45:21.391010,INVA3A75401
TXNB7862CF0E3,MERCH007,13725.39,INR,SUCCESS,CARD,2026-08-22 18:57:21.389933,INV9BC3DA0F
TXND334F710C1,MERCH018,10638.86,INR,SUCCESS,WALLET,2026-08-02 06:31:21.388565,INV0524E2C4
TXN9FBE3BFAFC,MERCH013,1001.32,INR,SUCCESS,UPI,2026-07-31 00:35:21.394245,
TXN5A5FAFC74B,MERCH014,2618.48,INR,SUCCESS,NETBANKING,2026-08-19 14:08:21.389989,INVEE537658
TXNAB507E8932,MERCH005,9309.82,INR,SUCCESS,NETBANKING,2026-07-30 18:41:21.391140,INVB6CEFAAC
TXNB779E15A9A,MERCH017,4688.86,INR,SUCCESS,CARD,2026-08-09 00:31:21.391972,INV40913F1C
TXN5F0B9EE3B3,MERCH005,12645.68,INR,SUCCESS,UPI,2026-08-11 12:33:21.392321,INVC92E5EF7
TXN4FBFDEE511,MERCH019,9556.75,INR,SUCCESS,WALLET,2026-08-12 12:21:21.390587,INVFAAA4300
TXN4B6765A8A6,MERCH001,8348.32,INR,SUCCESS,WALLET,2026-08-11 15:28:21.392977,INVF33760A0
TXN392C646691,MERCH010,1024.56,INR,SUCCESS,CARD,2026-08-13 18:27:21.393272,INVAB14D1D5
TXN3D2E01C9D5,MERCH016,8131.67,INR,SUCCESS,EMI,2026-08-14 22:19:21.393029,INV1C5DCC29
TXN531FCD02A6,MERCH009,8625.25,INR,SUCCESS,CARD,2026-08-06 15:21:21.388613,INV6781EC57
TXN96473F47C7,MERCH003,109973.99,INR,SUCCESS,EMI,2026-07-28 11:16:21.394624,INV9E108E45
TXN35475ABC0D,MERCH005,9542.09,INR,SUCCESS,CARD,2026-08-22 21:00:21.392518,INV150E7829
TXNB56316A400,MERCH019,14286.19,INR,SUCCESS,UPI,2026-08-15 23:13:21.391630,INVB231B566
TXN5153734E9C,MERCH005,11122.93,INR,SUCCESS,WALLET,2026-08-21 12:23:21.392042,INVEA1E95D9
TXN0A34665AA6,MERCH006,11625.16,INR,SUCCESS,NETBANKING,2026-08-17 21:06:21.391494,INV9031A4B2
TXN28772596CA,MERCH013,655.75,INR,SUCCESS,NETBANKING,2026-08-08 02:52:21.393662,INVFD081CB1
TXN8BFEFDAC82,MERCH001,11007.8,INR,SUCCESS,CARD,2026-08-04 07:42:21.394298,
TXN499C80183B,MERCH005,11669.31,INR,SUCCESS,NETBANKING,2026-08-24 02:07:21.392166,INV39A43A15
TXN54CF89795B,MERCH007,11819.19,INR,SUCCESS,CARD,2026-08-16 06:18:21.390166,INV508FCCF1
TXNE89304E947,MERCH014,3675.47,INR,SUCCESS,EMI,2026-08-10 20:06:21.394067,
